sharpness,exposure,contrast,color_balance,effective_resolution,framing,coherence,rho,p_value,kind
0.0362227312841343,0.01819809124231676,0.08593419878247978,0.08425484319058427,0.09850813345647211,0.5882698457620795,0.08861215628193328,0.6507027544327258,3.1280291423909615e-07,random
0.08222153607338054,0.06472670863338607,0.07596653897753955,0.05193924632033921,0.048728122691883806,0.6009378113447051,0.07548003595876572,0.6503645513379063,3.187344308061531e-07,random
0.16524804899243126,0.048253532396163805,0.11124408568462621,0.0978902854500365,0.15485224470988443,0.33765079732156494,0.08486100544529297,0.6498814040595928,3.2739046187168446e-07,random
0.17288299207561744,0.031666590228644334,0.10204943597861055,0.0427414888947172,0.11233364282687335,0.39722003932514705,0.1411058106703899,0.64978477460393,3.291478046220597e-07,random
0.0813380570996811,0.19893396100313407,0.1079203220678999,0.08535576910979953,0.07404942585443422,0.4484078191395902,0.003994645725461003,0.6493499420534479,3.371654227331462e-07,random
0.06768483256351288,0.20140150213270586,0.07332328362554519,0.0991318265980733,0.05036705521850952,0.47186855896511676,0.036222940896536375,0.6491566831421223,3.407870335871744e-07,random
0.030870041579488732,0.07674267560975633,0.08769225794802836,0.03778333092869294,0.09341357562558596,0.6371226273910531,0.03637549091739471,0.649108368414291,3.416980955101895e-07,random
0.1998157428783567,0.14196698300948218,0.11001343616329831,0.01818172347557649,0.06059239029776188,0.3373393249581338,0.13209039921739063,0.6490117389586283,3.4352704710677304e-07,random
0.3183822916425247,0.04234213859717158,0.11187213673805586,0.07813868947800723,0.11055512147280679,0.2830597015524297,0.055649920519004206,0.6488184800473029,3.472124089566255e-07,random
0.13489594269763522,0.12460923340901058,0.13868167607010212,0.074737251005062,0.07982715744588817,0.38109353682433844,0.06615520254796359,0.6487218505916401,3.4906890398701004e-07,random
0.029896718117820402,0.022717617365092507,0.14059912958975934,0.29646476460922844,0.03645294100691396,0.42046098838658336,0.053407840924602004,0.6487218505916401,3.4906890398701004e-07,random
0.1848990960064429,0.08974520007584373,0.21827364269382935,0.0004484115004454059,0.07631892786197235,0.3800235471250838,0.050291174736382394,0.6485285916803146,3.5280973555189685e-07,random
0.22690750078281854,0.02154970641130217,0.08299259956230061,0.0036539898565766163,0.09152789451535957,0.46638641470020253,0.10698189417144002,0.6482870180411578,3.575384212498162e-07,random
0.19909909215053162,0.14374362935830715,0.06587923130373236,0.053359783235786,0.11191580491336826,0.37670256084150167,0.04929989819677291,0.6481903885854952,3.5944641326418107e-07,random
0.24947942014185048,0.060617170004162266,0.1868836507848496,0.023486171205850156,0.06600501918980342,0.3271953346036081,0.08633323406987602,0.6481420738576639,3.6040397057103364e-07,random
0.02043775646518402,0.016018635635454286,0.08456055667422906,0.009899073629337235,0.06888774816315396,0.6162726995163519,0.18392352991628963,0.6479971296741697,3.632909534256661e-07,random
0.09540075451420256,0.11782289102075012,0.11256982443319787,0.09245731254958271,0.14477570145046137,0.3208291366959032,0.11614437933590224,0.6474173529401934,3.750562033905402e-07,random
0.18079650870276445,0.08269013404677086,0.07098842068001496,0.0017380602818577791,0.11640199746368465,0.32648013952554295,0.22090473929936447,0.6473690382123621,3.7605252955830625e-07,random
0.07165203480889008,0.036790735568340206,0.27601243867146535,0.024605910309717233,0.043801583259250626,0.3859328355737116,0.16120446180862483,0.6471274645732054,3.81071334347936e-07,random
0.21663711514935438,0.10956099770065646,0.0908274457751057,0.015327759079645188,0.1340014218671033,0.34095202485795506,0.09269323557017987,0.6467409467505545,3.8923167969306586e-07,random
0.12068387436246794,0.03284509178390348,0.018202476590528417,0.09727695787638255,0.04644550318916517,0.6045933002716251,0.07995279592592751,0.6466926320227231,3.902631162250084e-07,random
0.1110574772015053,0.06586227152893509,0.056701322605859784,0.2661712932334079,0.059189769933375706,0.3120786520410095,0.12893921345590678,0.6462094847444095,4.007187673613985e-07,random
0.2084226071371636,0.032408063756131804,0.06727893704309858,0.015532850768915005,0.05783969757383455,0.169342701844588,0.44917514187626856,0.646016225833084,4.049737823814472e-07,random
0.15017525393654624,0.04607960753344987,0.1235990280060951,0.1073419672240785,0.17538008178456885,0.26269591067395304,0.13472815084130854,0.6459679111052528,4.060441065617879e-07,random
0.13479280179848535,0.04493167125064696,0.013718391170770327,0.053593350181213716,0.13461595433617712,0.5315635620604476,0.08678426920225889,0.6458712816495901,4.081926815149351e-07,random
0.22604569192478136,0.11445939530260103,0.039688787911463665,0.04818419330512051,0.07494621591291505,0.3387481437850363,0.15792757185808212,0.6453881343712764,4.1909566514281604e-07,random
0.060722317598985026,0.05463843465142745,0.1427509156698825,0.021588564867938847,0.2941587137708577,0.31326960109315144,0.11287145234775717,0.6450499312764568,4.2688883799020814e-07,random
0.08645016699171805,0.14764020579613274,0.13796196530641713,0.05997324008419114,0.12849248335461103,0.4201691897168757,0.019312748750054183,0.6450016165486255,4.280131262374249e-07,random
0.21649473837772165,0.07513638583323383,0.037442241982808835,0.061511539010990705,0.017643481032874116,0.35207560339766636,0.23969601036470448,0.6449533018207941,4.2914017770979264e-07,random
